EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,
1233772,31.00,No,Travel_Rarely,828.00,Cardiology,2.00,1.00,Life Sciences,1.00,2.00,Male,77.00,3.00,2.00,Nurse,4.00,Single,6582.00,8346.00,4.00,Y,Yes,13.00,3.00,3.00,80.00,0.00,10.00,2.00,4.00,6.00,5.00,0.00,5.00,
1882668,42.00,No,Travel_Rarely,319.00,Maternity,24.00,3.00,Medical,1.00,4.00,Male,56.00,3.00,3.00,Therapist,1.00,Married,7406.00,6950.00,1.00,Y,Yes,21.00,4.00,4.00,80.00,1.00,10.00,5.00,2.00,10.00,9.00,5.00,8.00,
1218847,45.00,No,Travel_Rarely,561.00,Cardiology,2.00,3.00,Other,1.00,4.00,Male,61.00,3.00,2.00,Nurse,2.00,Married,4805.00,16177.00,0.00,Y,No,19.00,3.00,2.00,80.00,1.00,9.00,3.00,4.00,8.00,7.00,3.00,7.00,
1636995,26.00,Yes,Travel_Frequently,426.00,Neurology,17.00,4.00,Life Sciences,1.00,2.00,Female,58.00,3.00,1.00,Other,3.00,Divorced,2741.00,22808.00,0.00,Y,Yes,11.00,3.00,2.00,80.00,1.00,8.00,2.00,2.00,7.00,7.00,1.00,0.00,
1780761,29.00,No,Travel_Rarely,232.00,Maternity,19.00,3.00,Technical Degree,1.00,4.00,Male,34.00,3.00,2.00,Therapist,4.00,Divorced,4262.00,22645.00,4.00,Y,No,12.00,3.00,2.00,80.00,2.00,8.00,2.00,4.00,3.00,2.00,1.00,2.00,
1375351,33.00,No,Travel_Rarely,922.00,Maternity,1.00,5.00,Medical,1.00,1.00,Female,95.00,4.00,4.00,Administrative,3.00,Divorced,16184.00,22578.00,4.00,Y,No,19.00,3.00,3.00,80.00,1.00,10.00,2.00,3.00,6.00,1.00,0.00,5.00,
1670281,31.00,No,Travel_Rarely,688.00,Cardiology,7.00,3.00,Life Sciences,1.00,3.00,Male,44.00,2.00,3.00,Administrative,4.00,Divorced,11557.00,25291.00,9.00,Y,No,21.00,4.00,3.00,80.00,1.00,10.00,3.00,2.00,5.00,4.00,0.00,1.00,
1138891,18.00,Yes,Travel_Frequently,1306.00,Cardiology,5.00,3.00,Marketing,1.00,2.00,Male,69.00,3.00,1.00,Other,2.00,Single,1878.00,8059.00,1.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,
1755403,40.00,No,Non-Travel,1094.00,Cardiology,28.00,3.00,Other,1.00,3.00,Male,58.00,1.00,3.00,Nurse,1.00,Divorced,10932.00,11373.00,3.00,Y,No,15.00,3.00,3.00,80.00,1.00,20.00,2.00,3.00,1.00,0.00,0.00,1.00,
1566630,41.00,No,Non-Travel,509.00,Maternity,2.00,4.00,Other,1.00,1.00,Female,62.00,2.00,2.00,Nurse,3.00,Single,6811.00,2112.00,2.00,Y,Yes,17.00,3.00,1.00,80.00,0.00,10.00,3.00,3.00,8.00,7.00,0.00,7.00,
1777635,26.00,No,Travel_Rarely,775.00,Cardiology,29.00,2.00,Medical,1.00,1.00,Male,45.00,3.00,2.00,Nurse,3.00,Divorced,4306.00,4267.00,5.00,Y,No,12.00,3.00,1.00,80.00,2.00,8.00,5.00,3.00,0.00,0.00,0.00,0.00,
1427912,35.00,No,Travel_Rarely,195.00,Cardiology,1.00,3.00,Medical,1.00,1.00,Female,80.00,3.00,2.00,Nurse,3.00,Single,4859.00,6698.00,1.00,Y,No,16.00,3.00,4.00,80.00,0.00,5.00,3.00,3.00,5.00,4.00,0.00,3.00,
1884554,34.00,No,Travel_Rarely,258.00,Cardiology,21.00,4.00,Life Sciences,1.00,4.00,Male,74.00,4.00,2.00,Nurse,4.00,Single,5337.00,19921.00,1.00,Y,No,12.00,3.00,4.00,80.00,0.00,10.00,3.00,3.00,10.00,7.00,5.00,7.00,
1335605,26.00,Yes,Travel_Rarely,471.00,Maternity,24.00,3.00,Technical Degree,1.00,3.00,Male,66.00,1.00,1.00,Nurse,4.00,Single,2340.00,23213.00,1.00,Y,Yes,18.00,3.00,2.00,80.00,0.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00,
1361476,37.00,No,Travel_Rarely,799.00,Neurology,1.00,3.00,Technical Degree,1.00,2.00,Female,59.00,3.00,3.00,Therapist,4.00,Single,7491.00,23848.00,4.00,Y,No,17.00,3.00,4.00,80.00,0.00,12.00,3.00,4.00,6.00,5.00,1.00,2.00,
1057253,46.00,No,Travel_Frequently,1034.00,Maternity,18.00,1.00,Medical,1.00,1.00,Female,86.00,3.00,3.00,Nurse,3.00,Married,10527.00,8984.00,5.00,Y,No,11.00,3.00,4.00,80.00,0.00,28.00,3.00,2.00,2.00,2.00,1.00,2.00,
1617735,41.00,No,Travel_Rarely,1276.00,Cardiology,2.00,5.00,Life Sciences,1.00,2.00,Female,91.00,3.00,4.00,Administrative,1.00,Married,16595.00,5626.00,7.00,Y,No,16.00,3.00,2.00,80.00,1.00,22.00,2.00,3.00,18.00,16.00,11.00,8.00,
1037353,37.00,No,Non-Travel,142.00,Cardiology,9.00,4.00,Medical,1.00,1.00,Male,69.00,3.00,3.00,Nurse,2.00,Divorced,8834.00,24666.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,9.00,6.00,3.00,9.00,5.00,7.00,7.00,
1455020,52.00,No,Travel_Rarely,956.00,Maternity,6.00,2.00,Technical Degree,1.00,4.00,Male,78.00,3.00,2.00,Other,1.00,Divorced,5577.00,22087.00,3.00,Y,Yes,12.00,3.00,2.00,80.00,2.00,18.00,3.00,3.00,10.00,9.00,6.00,9.00,
1689256,32.00,No,Non-Travel,1474.00,Cardiology,11.00,4.00,Other,1.00,4.00,Male,60.00,4.00,2.00,Nurse,3.00,Married,4707.00,23914.00,8.00,Y,No,12.00,3.00,4.00,80.00,0.00,6.00,2.00,3.00,4.00,2.00,1.00,2.00,
1793245,24.00,No,Travel_Frequently,535.00,Cardiology,24.00,3.00,Medical,1.00,4.00,Male,38.00,3.00,1.00,Other,4.00,Married,2400.00,5530.00,0.00,Y,No,13.00,3.00,3.00,80.00,2.00,3.00,3.00,3.00,2.00,2.00,2.00,1.00,
1267131,38.00,No,Travel_Rarely,1495.00,Maternity,10.00,3.00,Medical,1.00,3.00,Female,76.00,3.00,2.00,Nurse,3.00,Married,9824.00,22174.00,3.00,Y,No,19.00,3.00,3.00,80.00,1.00,18.00,4.00,3.00,1.00,0.00,0.00,0.00,
1105684,37.00,No,Travel_Rarely,446.00,Neurology,1.00,4.00,Life Sciences,1.00,2.00,Female,65.00,3.00,2.00,Therapist,2.00,Married,6447.00,15701.00,6.00,Y,No,12.00,3.00,2.00,80.00,1.00,8.00,2.00,2.00,6.00,5.00,4.00,3.00,
1206385,49.00,No,Travel_Rarely,1245.00,Maternity,18.00,4.00,Life Sciences,1.00,4.00,Male,58.00,2.00,5.00,Administrative,3.00,Divorced,19502.00,2125.00,1.00,Y,Yes,17.00,3.00,3.00,80.00,1.00,31.00,5.00,3.00,31.00,9.00,0.00,9.00,
1487282,24.00,No,Travel_Rarely,691.00,Maternity,23.00,3.00,Medical,1.00,2.00,Male,89.00,4.00,1.00,Other,4.00,Married,2725.00,21630.00,1.00,Y,Yes,11.00,3.00,2.00,80.00,2.00,6.00,3.00,3.00,6.00,5.00,1.00,4.00,
1295289,26.00,No,Travel_Rarely,703.00,Cardiology,28.00,2.00,Marketing,1.00,1.00,Male,66.00,3.00,2.00,Nurse,2.00,Married,6272.00,7428.00,1.00,Y,No,20.00,4.00,4.00,80.00,2.00,6.00,5.00,4.00,5.00,3.00,1.00,4.00,
1875209,24.00,No,Travel_Rarely,823.00,Maternity,17.00,2.00,Other,1.00,4.00,Male,94.00,2.00,1.00,Nurse,2.00,Married,2127.00,9100.00,1.00,Y,No,21.00,4.00,4.00,80.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,
1079394,50.00,No,Travel_Frequently,1246.00,Neurology,3.00,3.00,Medical,1.00,1.00,Male,99.00,3.00,5.00,Administrative,2.00,Married,18200.00,7999.00,1.00,Y,No,11.00,3.00,3.00,80.00,1.00,32.00,2.00,3.00,32.00,5.00,10.00,7.00,
1353559,25.00,No,Travel_Rarely,622.00,Cardiology,13.00,1.00,Medical,1.00,2.00,Male,40.00,3.00,1.00,Other,3.00,Married,2096.00,26376.00,1.00,Y,No,11.00,3.00,3.00,80.00,0.00,7.00,1.00,3.00,7.00,4.00,0.00,6.00,
1119549,24.00,Yes,Travel_Frequently,1287.00,Maternity,7.00,3.00,Life Sciences,1.00,1.00,Female,55.00,3.00,1.00,Nurse,3.00,Married,2886.00,14168.00,1.00,Y,Yes,16.00,3.00,4.00,80.00,1.00,6.00,4.00,3.00,6.00,3.00,1.00,2.00,
1209208,30.00,Yes,Travel_Frequently,448.00,Cardiology,12.00,4.00,Life Sciences,1.00,2.00,Male,74.00,2.00,1.00,Other,1.00,Married,2033.00,14470.00,1.00,Y,No,18.00,3.00,3.00,80.00,1.00,1.00,2.00,4.00,1.00,0.00,0.00,0.00,
1228187,34.00,No,Travel_Rarely,254.00,Maternity,1.00,2.00,Life Sciences,1.00,2.00,Male,83.00,2.00,1.00,Other,4.00,Married,3622.00,22794.00,1.00,Y,Yes,13.00,3.00,4.00,80.00,1.00,6.00,3.00,3.00,6.00,5.00,1.00,3.00,
1090528,31.00,No,Travel_Rarely,1365.00,Cardiology,13.00,4.00,Medical,1.00,2.00,Male,46.00,3.00,2.00,Nurse,1.00,Divorced,4233.00,11512.00,2.00,Y,No,17.00,3.00,3.00,80.00,0.00,9.00,2.00,1.00,3.00,1.00,1.00,2.00,
1665575,35.00,No,Travel_Rarely,538.00,Maternity,25.00,2.00,Other,1.00,1.00,Male,54.00,2.00,2.00,Nurse,4.00,Single,3681.00,14004.00,4.00,Y,No,14.00,3.00,4.00,80.00,0.00,9.00,3.00,3.00,3.00,2.00,0.00,2.00,
1761086,31.00,No,Travel_Rarely,525.00,Cardiology,6.00,4.00,Medical,1.00,1.00,Male,66.00,4.00,2.00,Nurse,4.00,Divorced,5460.00,6219.00,4.00,Y,No,22.00,4.00,4.00,80.00,2.00,13.00,4.00,4.00,7.00,7.00,5.00,7.00,
1591129,27.00,No,Travel_Rarely,798.00,Maternity,6.00,4.00,Medical,1.00,1.00,Female,66.00,2.00,1.00,Other,3.00,Divorced,2187.00,5013.00,0.00,Y,No,12.00,3.00,3.00,80.00,2.00,6.00,5.00,2.00,5.00,3.00,0.00,3.00,
1518444,37.00,No,Travel_Rarely,558.00,Cardiology,2.00,3.00,Marketing,1.00,4.00,Male,75.00,3.00,2.00,Nurse,3.00,Married,9602.00,3010.00,4.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,17.00,3.00,2.00,3.00,0.00,1.00,0.00,
1814200,42.00,No,Travel_Rarely,622.00,Maternity,2.00,4.00,Life Sciences,1.00,3.00,Female,81.00,3.00,2.00,Nurse,4.00,Married,4089.00,5718.00,1.00,Y,No,13.00,3.00,2.00,80.00,2.00,10.00,4.00,3.00,10.00,2.00,2.00,2.00,
1669153,43.00,No,Travel_Rarely,782.00,Maternity,6.00,4.00,Other,1.00,2.00,Male,50.00,2.00,4.00,Administrative,4.00,Divorced,16627.00,2671.00,4.00,Y,Yes,14.00,3.00,3.00,80.00,1.00,21.00,3.00,2.00,1.00,0.00,0.00,0.00,
1668455,38.00,No,Travel_Rarely,362.00,Maternity,1.00,1.00,Life Sciences,1.00,3.00,Female,43.00,3.00,1.00,Other,1.00,Single,2619.00,14561.00,3.00,Y,No,17.00,3.00,4.00,80.00,0.00,8.00,3.00,2.00,0.00,0.00,0.00,0.00,
1251852,43.00,No,Travel_Frequently,1001.00,Maternity,9.00,5.00,Medical,1.00,4.00,Male,72.00,3.00,2.00,Nurse,3.00,Divorced,5679.00,19627.00,3.00,Y,Yes,13.00,3.00,2.00,80.00,1.00,10.00,3.00,3.00,8.00,7.00,4.00,7.00,
1589946,48.00,No,Travel_Rarely,1236.00,Neurology,1.00,4.00,Life Sciences,1.00,4.00,Female,40.00,2.00,4.00,Other,1.00,Married,15402.00,17997.00,7.00,Y,No,11.00,3.00,1.00,80.00,1.00,21.00,3.00,1.00,3.00,2.00,0.00,2.00,
1580530,44.00,No,Travel_Rarely,1112.00,Neurology,1.00,4.00,Life Sciences,1.00,1.00,Female,50.00,2.00,2.00,Other,3.00,Single,5985.00,26894.00,4.00,Y,No,11.00,3.00,2.00,80.00,0.00,10.00,1.00,4.00,2.00,2.00,0.00,2.00,
1718961,34.00,No,Travel_Rarely,204.00,Cardiology,14.00,3.00,Technical Degree,1.00,3.00,Female,31.00,3.00,1.00,Other,3.00,Divorced,2579.00,2912.00,1.00,Y,Yes,18.00,3.00,4.00,80.00,2.00,8.00,3.00,3.00,8.00,2.00,0.00,6.00,
1792606,27.00,No,Travel_Rarely,1420.00,Cardiology,2.00,1.00,Marketing,1.00,3.00,Male,85.00,3.00,1.00,Other,1.00,Divorced,3041.00,16346.00,0.00,Y,No,11.00,3.00,2.00,80.00,1.00,5.00,3.00,3.00,4.00,3.00,0.00,2.00,
1147261,21.00,No,Travel_Rarely,1343.00,Cardiology,22.00,1.00,Technical Degree,1.00,3.00,Male,49.00,3.00,1.00,Other,3.00,Single,3447.00,24444.00,1.00,Y,No,11.00,3.00,3.00,80.00,0.00,3.00,2.00,3.00,3.00,2.00,1.00,2.00,
1434704,44.00,No,Travel_Rarely,1315.00,Neurology,3.00,4.00,Other,1.00,4.00,Male,35.00,3.00,5.00,Other,4.00,Married,19513.00,9358.00,4.00,Y,Yes,12.00,3.00,1.00,80.00,1.00,26.00,2.00,4.00,2.00,2.00,0.00,1.00,
1794793,22.00,No,Travel_Rarely,604.00,Maternity,6.00,1.00,Medical,1.00,1.00,Male,69.00,3.00,1.00,Other,3.00,Married,2773.00,12145.00,0.00,Y,No,20.00,4.00,4.00,80.00,0.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,
1034561,33.00,No,Travel_Rarely,1216.00,Cardiology,8.00,4.00,Marketing,1.00,3.00,Male,39.00,3.00,2.00,Nurse,3.00,Divorced,7104.00,20431.00,0.00,Y,No,12.00,3.00,4.00,80.00,0.00,6.00,3.00,3.00,5.00,0.00,1.00,2.00,
1745732,32.00,No,Travel_Rarely,646.00,Maternity,9.00,4.00,Life Sciences,1.00,1.00,Female,92.00,3.00,2.00,Other,4.00,Married,6322.00,18089.00,1.00,Y,Yes,12.00,3.00,4.00,80.00,1.00,6.00,2.00,2.00,6.00,4.00,0.00,5.00,
1477313,30.00,No,Travel_Frequently,160.00,Maternity,3.00,3.00,Medical,1.00,3.00,Female,71.00,3.00,1.00,Other,3.00,Divorced,2083.00,22653.00,1.00,Y,No,20.00,4.00,3.00,80.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,
1624205,53.00,No,Travel_Rarely,238.00,Cardiology,1.00,1.00,Medical,1.00,4.00,Female,34.00,3.00,2.00,Nurse,1.00,Single,8381.00,7507.00,7.00,Y,No,20.00,4.00,4.00,80.00,0.00,18.00,2.00,4.00,14.00,7.00,8.00,10.00,
1641585,34.00,No,Travel_Rarely,1397.00,Maternity,1.00,5.00,Life Sciences,1.00,2.00,Male,42.00,3.00,1.00,Other,4.00,Married,2691.00,7660.00,1.00,Y,No,12.00,3.00,4.00,80.00,1.00,10.00,4.00,2.00,10.00,9.00,8.00,8.00,
1080875,45.00,Yes,Travel_Frequently,306.00,Cardiology,26.00,4.00,Life Sciences,1.00,1.00,Female,100.00,3.00,2.00,Nurse,1.00,Married,4286.00,5630.00,2.00,Y,No,14.00,3.00,4.00,80.00,2.00,5.00,4.00,3.00,1.00,1.00,0.00,0.00,
1551597,26.00,No,Travel_Rarely,991.00,Maternity,6.00,3.00,Life Sciences,1.00,3.00,Female,71.00,3.00,1.00,Nurse,4.00,Married,2659.00,17759.00,1.00,Y,Yes,13.00,3.00,3.00,80.00,1.00,3.00,2.00,3.00,3.00,2.00,0.00,2.00,
1498477,37.00,No,Travel_Rarely,482.00,Neurology,3.00,3.00,Other,1.00,3.00,Male,36.00,3.00,3.00,Therapist,3.00,Married,9434.00,9606.00,1.00,Y,No,15.00,3.00,3.00,80.00,1.00,10.00,2.00,3.00,10.00,7.00,7.00,8.00,
1507332,29.00,No,Travel_Rarely,1176.00,Cardiology,3.00,2.00,Medical,1.00,2.00,Female,62.00,3.00,2.00,Nurse,3.00,Married,5561.00,3487.00,1.00,Y,No,14.00,3.00,1.00,80.00,1.00,6.00,5.00,2.00,6.00,0.00,1.00,2.00,
1398672,35.00,No,Travel_Rarely,1017.00,Maternity,6.00,4.00,Life Sciences,1.00,2.00,Male,82.00,1.00,2.00,Other,4.00,Single,6646.00,19368.00,1.00,Y,No,13.00,3.00,2.00,80.00,0.00,17.00,3.00,3.00,17.00,11.00,11.00,8.00,
1179356,33.00,No,Travel_Frequently,1296.00,Maternity,6.00,3.00,Life Sciences,1.00,3.00,Male,30.00,3.00,2.00,Nurse,4.00,Divorced,7725.00,5335.00,3.00,Y,No,23.00,4.00,3.00,80.00,1.00,15.00,2.00,1.00,13.00,11.00,4.00,7.00,
1414067,54.00,No,Travel_Rarely,397.00,Neurology,19.00,4.00,Medical,1.00,3.00,Male,88.00,3.00,3.00,Other,2.00,Married,10725.00,6729.00,2.00,Y,No,15.00,3.00,3.00,80.00,1.00,16.00,1.00,4.00,9.00,7.00,7.00,1.00,
1285109,36.00,No,Travel_Rarely,913.00,Maternity,9.00,2.00,Medical,1.00,2.00,Male,48.00,2.00,2.00,Therapist,2.00,Divorced,8847.00,13934.00,2.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,13.00,2.00,3.00,3.00,2.00,0.00,2.00,
1699009,27.00,No,Travel_Rarely,1115.00,Maternity,3.00,4.00,Medical,1.00,1.00,Male,54.00,2.00,1.00,Other,4.00,Single,2045.00,15174.00,0.00,Y,No,13.00,3.00,4.00,80.00,0.00,5.00,0.00,3.00,4.00,2.00,1.00,1.00,
1547538,20.00,Yes,Travel_Rarely,1362.00,Maternity,10.00,1.00,Medical,1.00,4.00,Male,32.00,3.00,1.00,Other,3.00,Single,1009.00,26999.00,1.00,Y,Yes,11.00,3.00,4.00,80.00,0.00,1.00,5.00,3.00,1.00,0.00,1.00,1.00,
1712154,33.00,Yes,Travel_Frequently,1076.00,Maternity,3.00,3.00,Life Sciences,1.00,1.00,Male,70.00,3.00,1.00,Other,1.00,Single,3348.00,3164.00,1.00,Y,Yes,11.00,3.00,1.00,80.00,0.00,10.00,3.00,3.00,10.00,8.00,9.00,7.00,
1715015,35.00,No,Non-Travel,727.00,Maternity,3.00,3.00,Life Sciences,1.00,3.00,Male,41.00,2.00,1.00,Nurse,3.00,Married,1281.00,16900.00,1.00,Y,No,18.00,3.00,3.00,80.00,2.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00,
1344006,23.00,No,Travel_Rarely,885.00,Maternity,4.00,3.00,Medical,1.00,1.00,Male,58.00,4.00,1.00,Other,1.00,Married,2819.00,8544.00,2.00,Y,No,16.00,3.00,1.00,80.00,1.00,5.00,3.00,4.00,3.00,2.00,0.00,2.00,
1136352,25.00,No,Travel_Rarely,810.00,Cardiology,8.00,3.00,Life Sciences,1.00,4.00,Male,57.00,4.00,2.00,Nurse,2.00,Married,4851.00,15678.00,0.00,Y,No,22.00,4.00,3.00,80.00,1.00,4.00,4.00,3.00,3.00,2.00,1.00,2.00,
1767421,38.00,No,Travel_Rarely,243.00,Cardiology,7.00,4.00,Marketing,1.00,4.00,Female,46.00,2.00,2.00,Nurse,4.00,Single,4028.00,7791.00,0.00,Y,No,20.00,4.00,1.00,80.00,0.00,8.00,2.00,3.00,7.00,7.00,0.00,5.00,
1196090,29.00,No,Travel_Frequently,806.00,Maternity,1.00,4.00,Life Sciences,1.00,2.00,Male,76.00,1.00,1.00,Other,4.00,Divorced,2720.00,18959.00,1.00,Y,No,18.00,3.00,4.00,80.00,1.00,10.00,5.00,3.00,10.00,7.00,2.00,8.00,
1202761,48.00,No,Travel_Rarely,817.00,Cardiology,2.00,1.00,Marketing,1.00,2.00,Male,56.00,4.00,2.00,Nurse,2.00,Married,8120.00,18597.00,3.00,Y,No,12.00,3.00,4.00,80.00,0.00,12.00,3.00,3.00,2.00,2.00,2.00,2.00,
1288214,27.00,No,Travel_Frequently,1410.00,Cardiology,3.00,1.00,Medical,1.00,4.00,Female,71.00,4.00,2.00,Nurse,4.00,Divorced,4647.00,16673.00,1.00,Y,Yes,20.00,4.00,2.00,80.00,2.00,6.00,3.00,3.00,6.00,5.00,0.00,4.00,
1510616,37.00,No,Travel_Rarely,1225.00,Maternity,10.00,2.00,Life Sciences,1.00,4.00,Male,80.00,4.00,1.00,Other,4.00,Single,4680.00,15232.00,3.00,Y,No,17.00,3.00,1.00,80.00,0.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00,
1824855,50.00,No,Travel_Rarely,1207.00,Maternity,28.00,1.00,Medical,1.00,4.00,Male,74.00,4.00,1.00,Nurse,3.00,Married,3221.00,3297.00,1.00,Y,Yes,11.00,3.00,3.00,80.00,3.00,20.00,3.00,3.00,20.00,8.00,3.00,8.00,
1700617,34.00,No,Travel_Rarely,1442.00,Maternity,9.00,3.00,Medical,1.00,4.00,Female,46.00,2.00,3.00,Nurse,2.00,Single,8621.00,17654.00,1.00,Y,No,14.00,3.00,2.00,80.00,0.00,9.00,3.00,4.00,8.00,7.00,7.00,7.00,
1589131,24.00,No,Travel_Rarely,693.00,Cardiology,3.00,2.00,Life Sciences,1.00,1.00,Female,65.00,3.00,2.00,Nurse,3.00,Single,4577.00,24785.00,9.00,Y,No,14.00,3.00,1.00,80.00,0.00,4.00,3.00,3.00,2.00,2.00,2.00,0.00,
1634766,39.00,No,Travel_Rarely,408.00,Maternity,2.00,4.00,Technical Degree,1.00,4.00,Female,80.00,2.00,2.00,Nurse,3.00,Single,4553.00,20978.00,1.00,Y,No,11.00,3.00,1.00,80.00,0.00,20.00,4.00,3.00,20.00,7.00,11.00,10.00,
1248364,32.00,No,Travel_Rarely,929.00,Cardiology,10.00,3.00,Marketing,1.00,4.00,Male,55.00,3.00,2.00,Nurse,4.00,Single,5396.00,21703.00,1.00,Y,No,12.00,3.00,4.00,80.00,0.00,10.00,2.00,2.00,10.00,7.00,0.00,8.00,
1844102,50.00,No,Travel_Frequently,562.00,Cardiology,8.00,2.00,Technical Degree,1.00,2.00,Male,50.00,3.00,2.00,Nurse,3.00,Married,6796.00,23452.00,3.00,Y,Yes,14.00,3.00,1.00,80.00,1.00,18.00,4.00,3.00,4.00,3.00,1.00,3.00,
1180968,38.00,No,Travel_Rarely,827.00,Maternity,1.00,4.00,Life Sciences,1.00,2.00,Female,33.00,4.00,2.00,Nurse,4.00,Single,7625.00,19383.00,0.00,Y,No,13.00,3.00,3.00,80.00,0.00,10.00,4.00,2.00,9.00,7.00,1.00,8.00,
1705991,27.00,No,Travel_Rarely,608.00,Neurology,1.00,2.00,Life Sciences,1.00,3.00,Female,68.00,3.00,3.00,Therapist,1.00,Married,7412.00,6009.00,1.00,Y,No,11.00,3.00,4.00,80.00,0.00,9.00,3.00,3.00,9.00,7.00,0.00,7.00,
1533978,32.00,No,Travel_Rarely,1018.00,Maternity,3.00,2.00,Life Sciences,1.00,3.00,Female,39.00,3.00,3.00,Administrative,4.00,Single,11159.00,19373.00,3.00,Y,No,15.00,3.00,4.00,80.00,0.00,10.00,6.00,3.00,7.00,7.00,7.00,7.00,
1838364,47.00,No,Travel_Rarely,703.00,Cardiology,14.00,4.00,Marketing,1.00,4.00,Male,42.00,3.00,2.00,Nurse,1.00,Single,4960.00,11825.00,2.00,Y,No,12.00,3.00,4.00,80.00,0.00,20.00,2.00,3.00,7.00,7.00,1.00,7.00,
1886378,40.00,No,Travel_Frequently,580.00,Cardiology,5.00,4.00,Life Sciences,1.00,4.00,Male,48.00,2.00,3.00,Nurse,1.00,Married,10475.00,23772.00,5.00,Y,Yes,21.00,4.00,3.00,80.00,1.00,20.00,2.00,3.00,18.00,13.00,1.00,12.00,
1217160,53.00,No,Travel_Rarely,970.00,Maternity,7.00,3.00,Life Sciences,1.00,3.00,Male,59.00,4.00,4.00,Administrative,3.00,Married,14814.00,13514.00,3.00,Y,No,19.00,3.00,3.00,80.00,0.00,32.00,3.00,3.00,5.00,1.00,1.00,3.00,
1494989,41.00,No,Travel_Rarely,427.00,Neurology,10.00,4.00,Human Resources,1.00,2.00,Male,73.00,2.00,5.00,Administrative,4.00,Divorced,19141.00,8861.00,3.00,Y,No,15.00,3.00,2.00,80.00,3.00,23.00,2.00,2.00,21.00,6.00,12.00,6.00,
1180556,60.00,No,Travel_Rarely,1179.00,Cardiology,16.00,4.00,Marketing,1.00,1.00,Male,84.00,3.00,2.00,Nurse,1.00,Single,5405.00,11924.00,8.00,Y,No,14.00,3.00,4.00,80.00,0.00,10.00,1.00,3.00,2.00,2.00,2.00,2.00,
1271756,27.00,No,Travel_Frequently,294.00,Maternity,10.00,2.00,Life Sciences,1.00,4.00,Male,32.00,3.00,3.00,Therapist,1.00,Divorced,8793.00,4809.00,1.00,Y,No,21.00,4.00,3.00,80.00,2.00,9.00,4.00,2.00,9.00,7.00,1.00,7.00,
1786662,41.00,No,Travel_Rarely,314.00,Neurology,1.00,3.00,Human Resources,1.00,4.00,Male,59.00,2.00,5.00,Administrative,3.00,Married,19189.00,19562.00,1.00,Y,No,12.00,3.00,2.00,80.00,1.00,22.00,3.00,3.00,22.00,7.00,2.00,10.00,
1713058,50.00,No,Travel_Rarely,316.00,Cardiology,8.00,4.00,Marketing,1.00,4.00,Male,54.00,3.00,1.00,Other,2.00,Married,3875.00,9983.00,7.00,Y,No,15.00,3.00,4.00,80.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00,
1879624,28.00,Yes,Travel_Rarely,654.00,Maternity,1.00,2.00,Life Sciences,1.00,1.00,Female,67.00,1.00,1.00,Other,2.00,Single,2216.00,3872.00,7.00,Y,Yes,13.00,3.00,4.00,80.00,0.00,10.00,4.00,3.00,7.00,7.00,3.00,7.00,
1530315,36.00,No,Non-Travel,427.00,Maternity,8.00,3.00,Life Sciences,1.00,1.00,Female,63.00,4.00,3.00,Administrative,1.00,Married,11713.00,20335.00,9.00,Y,No,14.00,3.00,1.00,80.00,1.00,10.00,2.00,3.00,8.00,7.00,0.00,5.00,
1589247,38.00,No,Travel_Rarely,168.00,Neurology,1.00,3.00,Life Sciences,1.00,3.00,Female,81.00,3.00,3.00,Therapist,3.00,Single,7861.00,15397.00,4.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,10.00,4.00,4.00,1.00,0.00,0.00,0.00,
1347933,44.00,No,Non-Travel,381.00,Maternity,24.00,3.00,Medical,1.00,1.00,Male,49.00,1.00,1.00,Nurse,3.00,Single,3708.00,2104.00,2.00,Y,No,14.00,3.00,3.00,80.00,0.00,9.00,5.00,3.00,5.00,2.00,1.00,4.00,
1031434,47.00,No,Travel_Frequently,217.00,Cardiology,3.00,3.00,Medical,1.00,4.00,Female,49.00,3.00,4.00,Nurse,3.00,Divorced,13770.00,10225.00,9.00,Y,Yes,12.00,3.00,4.00,80.00,2.00,28.00,2.00,2.00,22.00,2.00,11.00,13.00,
